Age,AnnualIncome,SpendingScore,OnlineShoppingFrequency,CreditCardUsage,CustomerValueScore,CustomerID,Gender
64,120002,28.0,5,15.73,38.860239345742706,8821,Male
59,119994,27.0,1,11.85,49.973189094493364,8822,Male
44,69995,61.0,7,13.49,50.79300026615432,8823,Male
45,69990,50.0,3,6.51,51.37103957378834,8824,Female
57,69999,72.0,1,7.55,50.687264147333046,8825,Female
27,69999,70.0,10,6.21,57.484688580261285,8826,Female
33,29998,47.0,7,1.99,21.50895949909733,8827,Male
56,120001,33.0,2,7.16,47.48875809771471,8828,Male
53,70008,71.0,10,3.76,39.84429410424786,8829,Female
20,30002,45.0,2,3.95,21.48622136690062,8830,Male
18,29996,50.0,8,7.98,19.189380122600706,8831,Female
28,30010,53.0,7,5.65,14.634048629664754,8832,Male
46,70016,77.0,3,9.95,35.38415903657085,8833,Female
49,119985,22.0,1,6.68,34.8912636405873,8834,Male
27,29996,54.0,6,1.3,16.439796722909886,8835,Male
32,29999,50.0,10,7.38,22.870406410532674,8836,Male
57,70014,65.0,10,8.85,38.689349666317206,8837,Female
46,69996,56.0,10,12.71,48.95552616871308,8838,Female
24,29998,56.0,2,7.45,25.529677309788546,8839,Female
20,30000,53.0,4,0.64,14.537982359776022,8840,Male
67,119991,25.0,10,18.9,47.11138923030332,8841,Female
41,70010,74.0,2,4.53,41.73531959635608,8842,Male
49,69996,76.0,6,4.23,48.008695060536525,8843,Male
45,70012,70.0,1,4.21,59.36774213484008,8844,Female
19,30002,48.0,6,7.79,13.878001133894852,8845,Male
25,30004,49.0,1,1.51,27.0742006822963,8846,Male
29,30007,52.0,1,10.68,15.682158201450537,8847,Male
40,69992,72.0,4,2.64,38.73940804402979,8848,Male
27,30000,46.0,1,0.77,24.28199397161736,8849,Female
53,69988,53.0,7,2.96,57.691946321587295,8850,Female
38,30000,48.0,2,4.88,21.93291294585465,8851,Female
24,30005,47.0,5,0.78,21.802208381463863,8852,Male
28,29995,58.0,10,4.86,15.338143784090065,8853,Male
53,120003,13.0,10,17.13,33.987153438877336,8854,Male
27,29999,45.0,1,15.99,14.350924848677185,8855,Female
20,30005,47.0,1,5.66,26.079367810994903,8856,Female
60,119994,37.0,1,16.68,28.58782232529051,8857,Male
31,70000,74.0,5,25.78,46.05447650329118,8858,Female
37,70000,76.0,1,4.19,47.31929360621324,8859,Male
59,119995,20.0,1,43.72,31.720134019981725,8860,Female
33,30003,57.0,5,6.83,27.388601476510374,8861,Male
50,120007,16.0,1,16.29,46.85477654726781,8862,Male
28,29999,48.0,10,4.36,23.66975239182119,8863,Female
41,69998,74.0,5,9.76,50.91259333675154,8864,Female
31,70003,62.0,10,21.26,48.58424532525423,8865,Female
62,119988,41.0,1,7.15,29.99199563366168,8866,Male
69,120001,23.0,10,26.16,46.579861347823886,8867,Male
20,29999,44.0,8,10.65,26.093809258486584,8868,Male
44,70003,71.0,4,9.54,55.35598045644001,8869,Female
42,70006,64.0,1,8.84,44.15372932764137,8870,Female
41,69998,76.0,6,2.52,46.0387388152966,8871,Male
28,30005,55.0,10,0.15,18.510665975215694,8872,Male
45,69991,67.0,7,11.19,59.958315088796766,8873,Female
65,119991,20.0,10,7.69,38.546620368243524,8874,Female
75,119980,23.0,4,10.51,60.45000911081419,8875,Male
50,69999,70.0,10,8.6,32.198341848338885,8876,Male
54,69999,80.0,10,10.87,57.830613279964226,8877,Male
43,70014,75.0,10,12.64,61.36491205953985,8878,Male
80,119997,32.0,4,24.75,25.014090424810583,8879,Male
40,70007,54.0,10,10.2,45.75876467720063,8880,Male
31,29999,53.0,8,7.4,20.196545993717326,8881,Male
55,70007,71.0,1,5.84,63.83944571332303,8882,Female
27,30008,50.0,1,6.23,30.69027605817002,8883,Male
45,70000,70.0,4,5.65,49.40276742422861,8884,Male
58,69997,62.0,10,9.02,47.094944532203534,8885,Female
70,119983,42.0,10,17.24,29.969368118766816,8886,Female
21,29999,48.0,1,2.96,18.92195210715989,8887,Male
29,30002,61.0,1,5.59,17.353994950942436,8888,Female
61,120004,14.0,1,10.69,46.69728424938145,8889,Female
18,30001,48.0,8,7.72,20.97581023570909,8890,Female
61,119987,10.0,10,23.92,33.98105004558316,8891,Male
80,119996,20.0,10,7.53,19.726466572240437,8892,Male
18,29993,49.0,4,7.25,23.786521118873736,8893,Male
61,70000,81.0,1,0.82,31.27772435953477,8894,Female
54,119989,39.0,10,20.64,29.668655226502423,8895,Male
29,30005,52.0,1,2.22,14.221462125415425,8896,Male
21,30002,43.0,10,8.9,17.654121739476476,8897,Female
34,29998,54.0,1,2.04,13.227551913188247,8898,Male
26,30008,51.0,10,1.49,19.901596228358652,8899,Female
22,30002,49.0,6,8.0,16.453205451787902,8900,Male
48,69995,62.0,5,0.35,54.97022602263369,8901,Female
57,119997,30.0,7,0.77,26.436352665501914,8902,Male
58,119995,28.0,9,9.93,66.64895486173769,8903,Female
25,30000,54.0,1,0.03,21.056418461397364,8904,Male
80,119995,33.0,10,4.86,44.60199265326842,8905,Female
63,70004,68.0,6,2.16,44.79163947269572,8906,Female
65,70001,74.0,5,12.76,39.61253646750292,8907,Female
63,120005,46.0,4,1.8,25.60445748366932,8908,Female
56,69998,75.0,4,13.44,50.72220115042978,8909,Male
28,29993,50.0,3,6.31,21.140936444804776,8910,Male
49,69988,78.0,5,7.96,32.127884827679345,8911,Male
31,29994,50.0,1,2.75,18.869123561596197,8912,Female
51,119999,19.0,10,6.56,31.91039288952191,8913,Male
25,30004,53.0,4,6.82,22.003686268458065,8914,Male
66,119997,18.0,2,1.55,33.5882441861736,8915,Male
66,119995,22.0,3,18.9,10.405689569615255,8916,Male
58,119998,33.0,2,10.39,30.318083002660657,8917,Female
63,70003,77.0,2,13.81,52.679112206543344,8918,Female
61,120005,36.0,1,8.54,44.147676201167414,8919,Female
55,70017,69.0,1,18.05,65.12306322293978,8920,Female
37,70008,76.0,5,1.1,51.171405813766434,8921,Female
57,119987,37.0,1,23.2,61.5971696781953,8922,Male
25,30004,47.0,7,4.83,22.03545191699416,8923,Female
32,29993,54.0,2,0.09,17.69012201014358,8924,Female
62,120007,32.0,10,24.42,38.86674011862016,8925,Male
27,29990,51.0,1,3.86,14.285287268083923,8926,Male
44,69994,54.0,10,0.97,33.92278105246113,8927,Female
68,120002,38.0,1,0.07,35.59045230756529,8928,Female
54,119991,33.0,1,13.17,53.72503823654187,8929,Female
24,29987,48.0,9,10.82,15.848826831663576,8930,Female
51,69997,64.0,1,9.14,45.93133616869602,8931,Female
72,119984,22.0,10,18.84,30.561347319474624,8932,Female
35,30001,46.0,10,5.98,13.854144832408414,8933,Female
72,120012,24.0,1,14.53,52.45979285892037,8934,Male
27,30001,47.0,4,7.6,25.339283386471998,8935,Male
42,70001,71.0,1,2.79,47.09618337642474,8936,Male
23,29991,52.0,1,1.81,20.00111973997894,8937,Male
23,30000,49.0,3,0.45,22.338450519294426,8938,Female
50,70002,65.0,1,13.06,49.111560179163455,8939,Male
40,69989,78.0,10,0.21,72.11922514523572,8940,Female
47,70007,74.0,6,26.88,65.44414934037134,8941,Male
69,120007,22.0,8,2.86,31.209146849105657,8942,Female
74,120007,39.0,1,8.59,31.651457599491195,8943,Female
31,29994,58.0,7,0.53,19.72115461171147,8944,Male
25,29999,47.0,10,7.75,21.610236021628467,8945,Male
66,120001,26.0,1,15.16,46.37156672697301,8946,Male
44,69996,76.0,9,0.89,60.41745765190114,8947,Female
23,29993,51.0,4,4.53,15.527778999064097,8948,Male
38,69995,65.0,2,3.54,49.48181334351142,8949,Male
56,120003,31.0,10,1.18,50.608442128889436,8950,Female
62,119998,11.0,3,2.83,32.95069993578229,8951,Male
59,120000,34.0,3,11.33,32.248387093827695,8952,Male
26,30003,44.0,1,5.99,15.258259978878996,8953,Female
39,120007,27.0,10,19.43,45.88814104763504,8954,Female
25,30000,51.0,4,9.7,18.13416880748929,8955,Female
27,29998,53.0,7,1.99,22.593965087258606,8956,Female
70,119981,22.0,1,1.2,38.34836478111298,8957,Female
56,120000,20.0,4,0.61,38.6584085564727,8958,Male
75,119988,20.0,1,2.08,46.51544661779553,8959,Female
36,29995,57.0,6,7.03,23.73009797367935,8960,Male
62,120016,38.0,1,9.6,69.1589035837341,8961,Male
54,120006,21.0,10,21.95,37.53190519215051,8962,Female
65,120004,35.0,6,3.5,41.62043368283697,8963,Female
57,120006,22.0,1,6.1,42.46346009354619,8964,Male
72,120001,30.0,1,1.65,33.942713333355556,8965,Female
69,120015,29.0,10,12.48,39.2776003427242,8966,Male
54,119994,35.0,1,0.62,25.5339062183844,8967,Male
52,120014,40.0,1,8.22,17.972268398548078,8968,Female
18,29996,55.0,5,8.81,16.90064464687724,8969,Male
72,120003,28.0,1,10.72,42.252867196250975,8970,Female
23,30003,56.0,2,6.67,23.182710190378337,8971,Male
66,120000,9.0,9,10.96,58.742189060437724,8972,Male
76,119996,41.0,10,5.62,34.88958437474637,8973,Male
44,70019,70.0,6,1.94,67.6959464619657,8974,Female
45,70002,75.0,9,0.8,54.17014427744989,8975,Female
30,29994,45.0,8,2.56,17.73054291923436,8976,Female
38,70012,59.0,10,1.43,62.64651925034587,8977,Male
75,119988,33.0,10,2.76,41.70516251497176,8978,Male
28,30010,46.0,3,4.16,23.232447688628852,8979,Male
32,30004,45.0,2,4.13,11.669053809866964,8980,Male
80,119997,18.0,10,14.12,44.531890402176906,8981,Male
36,69998,72.0,7,3.1,55.80673336106854,8982,Male
37,70005,72.0,1,14.88,56.84280019686065,8983,Male
47,69997,63.0,10,9.98,46.05491472947028,8984,Female
67,119999,26.0,8,4.94,9.268227020338099,8985,Female
74,120014,45.0,4,14.66,32.8288565575353,8986,Male
40,70003,84.0,1,21.29,59.59597960580121,8987,Female
42,70004,62.0,1,11.8,47.23834526545469,8988,Male
70,119997,14.0,1,8.17,43.16077404567709,8989,Male
26,30001,47.0,7,3.27,16.672330664956604,8990,Female
36,70006,71.0,1,9.04,50.91135912048001,8991,Male
77,119972,39.0,1,5.5,41.69992924683126,8992,Female
75,119995,16.0,10,8.39,44.88972506949827,8993,Male
79,120008,45.0,9,11.74,40.51215447671723,8994,Female
51,70010,62.0,1,8.53,64.82878315346849,8995,Male
43,70012,76.0,1,4.72,45.2205148630258,8996,Female
22,30000,45.0,1,4.0,23.04452678127316,8997,Male
23,29996,43.0,1,1.17,11.98480257782261,8998,Female
66,119998,25.0,3,15.9,33.317380809329165,8999,Female
59,120002,32.0,1,8.11,37.971648785956496,9000,Male
39,70015,59.0,10,10.66,40.832974456237,9001,Female
71,120003,43.0,5,8.24,39.53796976188435,9002,Female
18,29993,50.0,2,12.96,29.169482730121878,9003,Male
55,70013,69.0,7,10.16,47.88520464908988,9004,Female
24,29994,53.0,1,0.79,15.102921308924227,9005,Female
77,120007,42.0,1,9.95,31.69974047006447,9006,Male
48,70011,64.0,10,10.45,37.84470499172954,9007,Male
30,30003,49.0,8,0.53,24.27777829510356,9008,Male
46,119991,24.0,10,12.54,41.810930919193076,9009,Male
45,69993,72.0,10,1.45,53.6809614969268,9010,Female
78,119999,21.0,10,10.4,41.89094341113746,9011,Male
63,119993,26.0,5,18.25,26.104823139833293,9012,Male
60,119985,27.0,10,3.98,51.87063101854586,9013,Female
24,29992,49.0,4,10.48,19.72852566741094,9014,Male
40,69988,63.0,9,2.23,58.01644547654703,9015,Female
18,29996,55.0,10,3.17,17.037678704235528,9016,Female
71,119971,34.0,1,8.17,31.646585444189725,9017,Female
42,69983,70.0,10,9.07,45.18505540201756,9018,Male
32,29998,58.0,1,10.15,21.005238321408473,9019,Male
26,69996,59.0,8,1.92,41.3158259734129,9020,Female
24,30002,49.0,7,2.96,24.069202853253444,9021,Female
64,119989,32.0,1,13.35,30.13901596579752,9022,Female
52,70006,71.0,1,14.69,50.45863798350225,9023,Male
49,69996,67.0,10,8.97,44.960751658369695,9024,Male
48,70005,75.0,7,1.23,45.13795832080243,9025,Male
54,69990,55.0,10,10.65,65.74375557439414,9026,Male
70,119992,35.0,10,18.36,39.173742925152574,9027,Male
50,119993,26.0,1,19.41,26.850106045284253,9028,Male
67,120003,15.0,1,7.48,52.04615412181005,9029,Male
51,70009,82.0,8,5.48,61.80771755873968,9030,Male
74,119998,35.0,8,11.21,52.503500296418295,9031,Female
26,29998,44.0,7,11.91,18.763298064874217,9032,Female
50,69986,54.0,9,6.12,65.4689402769004,9033,Male
23,30005,59.0,10,0.56,14.401912833554944,9034,Male
60,70010,71.0,10,11.3,39.67974571266232,9035,Female
33,120004,34.0,1,6.31,52.57951258081833,9036,Male
63,120005,44.0,1,6.27,51.45253442636805,9037,Male
18,30002,53.0,3,13.43,8.553863679079674,9038,Male
52,120013,47.0,1,0.55,45.4556116508694,9039,Female
77,119999,22.0,8,2.23,46.558338561162785,9040,Female
31,30006,45.0,10,4.68,18.86261870023296,9041,Male
32,29997,41.0,10,0.42,23.953127995813844,9042,Male
64,120017,33.0,6,0.44,54.643134118327026,9043,Male
59,119991,21.0,10,17.98,25.120106995237904,9044,Male
61,120003,21.0,1,13.02,48.79633732243637,9045,Female
28,29999,47.0,10,1.77,17.94532461713069,9046,Male
32,30001,54.0,10,3.11,21.584760034920578,9047,Male
54,69990,67.0,10,6.66,61.06067586660856,9048,Female
41,70004,64.0,8,0.5,45.75506582307878,9049,Female
25,29993,49.0,8,2.39,24.51162880565193,9050,Female
19,29987,46.0,1,10.39,29.07838727540158,9051,Male
55,119989,22.0,8,3.79,37.747161124728116,9052,Female
32,29999,50.0,5,1.67,20.387926947431954,9053,Male
30,29992,58.0,8,10.0,13.289361257574424,9054,Female
51,69995,69.0,10,3.08,47.0168268847473,9055,Male
71,119999,13.0,1,1.98,37.41738592378737,9056,Female
58,120003,22.0,1,5.36,56.44718411663979,9057,Female
62,119996,46.0,10,14.54,48.05811955505784,9058,Male
57,119984,32.0,10,12.21,41.768847490112,9059,Male
71,120014,23.0,4,5.3,29.431050211895315,9060,Male
61,119990,45.0,2,26.4,27.68918014514722,9061,Male
22,30005,54.0,7,0.35,19.243012540292955,9062,Female
23,30005,51.0,1,8.77,20.968308822583996,9063,Male
63,119996,37.0,10,12.75,59.02247855719399,9064,Female
41,69999,74.0,2,2.13,50.57691582301477,9065,Female
68,119996,40.0,8,4.63,49.714682517482665,9066,Male
46,70014,75.0,10,7.53,37.075290412255384,9067,Male
69,119990,11.0,4,10.42,59.45257669063504,9068,Male
61,119990,48.0,1,0.69,33.75870834128608,9069,Female
54,70001,53.0,1,2.72,40.6452925815362,9070,Female
52,70002,72.0,2,10.0,56.82533455747351,9071,Male
43,70008,82.0,1,6.13,56.66105719589241,9072,Female
33,69999,76.0,8,11.37,51.57846702149589,9073,Female
38,29997,48.0,1,9.39,18.136121027676236,9074,Male
46,69998,81.0,9,7.07,40.39708635485925,9075,Female
34,69990,60.0,10,8.3,45.336270245904856,9076,Male
72,119989,25.0,1,3.72,56.010791951263116,9077,Female
53,119994,37.0,5,8.82,44.397053834618006,9078,Female
67,120015,28.0,1,1.07,51.50075082014731,9079,Female
59,69992,58.0,1,7.85,50.588416618673705,9080,Male
29,30002,47.0,1,5.61,19.64242995363509,9081,Female
26,29999,50.0,3,2.18,21.060466765370876,9082,Male
42,70010,63.0,10,12.84,60.30155530547337,9083,Male
40,70021,65.0,10,0.07,62.7744662360292,9084,Male
51,70003,69.0,1,11.48,52.43306982761196,9085,Female
43,70000,62.0,10,5.77,49.22849423072505,9086,Male
48,120003,30.0,10,10.99,52.14570832820665,9087,Female
64,119996,23.0,1,17.35,47.2715156494822,9088,Female
56,120005,32.0,6,3.56,41.27591725033559,9089,Female
49,69995,76.0,6,13.0,65.68770098737372,9090,Male
51,120005,15.0,1,0.86,38.70824780832847,9091,Female
23,30003,55.0,6,6.45,19.272161751285577,9092,Male
23,29995,51.0,1,2.08,18.97080070039328,9093,Female
72,120016,41.0,10,7.61,29.17365115328385,9094,Female
73,119992,38.0,8,19.89,51.56694887998466,9095,Male
32,29997,43.0,6,4.11,32.269693364626946,9096,Female
39,70000,60.0,10,13.02,54.423973119939504,9097,Female
30,70012,72.0,2,7.77,43.31615685086351,9098,Female
51,69991,70.0,2,1.58,63.551663516943904,9099,Female
40,69993,71.0,10,14.61,56.697694866909025,9100,Male
53,69998,75.0,10,0.17,37.79867523471941,9101,Female
67,120014,31.0,1,7.09,41.944672872698085,9102,Female
41,120004,32.0,6,10.07,36.73543333533291,9103,Male
79,119993,22.0,10,9.48,16.37101771758186,9104,Male
28,69995,57.0,1,15.03,49.21831288107766,9105,Female
65,120002,26.0,10,16.28,41.25526368423811,9106,Male
21,30002,66.0,8,16.68,22.843848476697243,9107,Male
68,120011,28.0,1,7.01,43.630292656651974,9108,Female
42,70014,65.0,5,2.72,53.18242711812674,9109,Female
39,69997,70.0,10,11.26,43.817172603191125,9110,Female
26,30000,59.0,1,2.19,14.594057609805043,9111,Female
74,120014,22.0,1,18.48,42.68977554041949,9112,Female
67,120003,39.0,10,9.25,51.523791787767436,9113,Male
25,70012,70.0,10,20.43,48.761349268826365,9114,Female
22,29999,52.0,8,0.46,20.85368555310348,9115,Male
54,119989,23.0,1,11.16,39.0687539266859,9116,Female
38,70012,56.0,1,17.84,55.12597104798923,9117,Male
30,30002,48.0,5,5.36,20.69611699231808,9118,Male
52,69994,74.0,10,7.13,46.74929015439891,9119,Male
77,119997,22.0,10,19.28,48.194478915998445,9120,Male
64,119999,26.0,1,7.86,54.6027775231479,9121,Male
40,69999,76.0,7,6.5,48.20111708893744,9122,Male
73,120006,48.0,10,10.5,38.982485797454665,9123,Female
23,29999,50.0,3,4.18,25.757575729665007,9124,Male
57,120007,25.0,6,7.72,41.62039044423305,9125,Female
63,120001,15.0,10,9.63,38.75801891359185,9126,Female
47,69993,72.0,10,6.7,46.606936816533,9127,Male
40,70008,67.0,6,5.32,52.192356830758506,9128,Female
27,30003,48.0,10,3.47,27.294426943162346,9129,Female
51,70013,68.0,10,10.04,62.43037557151969,9130,Male
46,70014,67.0,2,13.05,42.56656147725827,9131,Female
30,30002,55.0,1,13.44,19.302051859224132,9132,Female
18,29995,49.0,1,1.08,18.25068668461781,9133,Female
22,29992,53.0,7,5.8,15.227979747124287,9134,Female
49,70001,70.0,10,5.24,64.15399318176935,9135,Female
36,29995,55.0,1,1.35,16.276219216078058,9136,Female
64,119993,19.0,1,2.39,29.58281774984054,9137,Female
63,119988,29.0,1,16.59,52.35333602713092,9138,Male
71,119996,47.0,10,5.47,43.22871485764577,9139,Male
36,69986,65.0,10,15.22,51.45118189512878,9140,Female
24,30012,52.0,2,7.01,17.15953224204487,9141,Male
79,119996,32.0,1,7.28,48.36797218094641,9142,Male
78,119999,25.0,1,24.76,26.721947870855267,9143,Female
48,70002,69.0,7,2.95,44.070332030269974,9144,Female
45,119991,23.0,1,21.34,46.600798203524334,9145,Female
43,70008,60.0,8,0.95,46.77045504427493,9146,Male
19,30001,53.0,4,6.4,16.44931696581309,9147,Male
74,119986,25.0,1,14.06,48.50597310974519,9148,Male
51,119991,44.0,1,7.77,46.45431821677683,9149,Male
60,119992,22.0,1,11.2,47.001540601329744,9150,Male
30,30004,51.0,1,0.06,22.97578661942364,9151,Female
33,29997,53.0,10,1.1,18.982098199488192,9152,Male
50,70006,69.0,1,7.93,55.65434804744485,9153,Female
74,120000,26.0,5,2.41,35.10718885145734,9154,Female
35,30000,49.0,2,2.66,12.96640283720221,9155,Male
39,70015,63.0,1,15.84,55.29054447680256,9156,Female
47,69991,56.0,10,3.99,66.49133767173429,9157,Male
66,119997,32.0,1,2.65,36.09459765279414,9158,Male
27,29993,49.0,1,4.79,21.67063123669117,9159,Male
39,119993,14.0,1,2.97,41.48124389973484,9160,Male
47,70000,69.0,5,7.8,39.62924012690619,9161,Female
38,69993,67.0,10,16.05,51.367703639517536,9162,Female
56,120016,18.0,4,1.79,45.94806382039358,9163,Male
80,119989,29.0,1,27.38,21.798192098711976,9164,Male
59,70000,80.0,9,23.05,58.46690803139351,9165,Male
61,120007,23.0,1,15.19,34.34746679584577,9166,Male
44,69998,54.0,10,5.6,38.68597507177087,9167,Male
34,69999,69.0,10,11.4,41.918192567582935,9168,Female
59,120009,13.0,5,3.12,18.17869990002294,9169,Male
55,119985,32.0,1,11.54,46.33391443445646,9170,Female
42,69993,76.0,6,12.66,52.82349233475745,9171,Female
20,30003,46.0,1,6.57,21.639851952361163,9172,Female
23,30004,52.0,7,5.35,12.32213938396447,9173,Female
70,119992,31.0,1,2.57,44.72607363611396,9174,Male
55,120002,16.0,3,7.22,44.01109134720357,9175,Female
42,70018,80.0,10,8.56,49.898068283047614,9176,Male
58,120007,18.0,1,15.13,27.668202217532727,9177,Female
40,69998,67.0,8,26.03,50.2464889215785,9178,Female
37,70007,76.0,5,20.48,37.52722943134778,9179,Female
52,119989,31.0,8,25.13,38.37106318662192,9180,Male
29,30004,43.0,10,0.21,18.674675015557103,9181,Male
51,69995,69.0,1,13.78,55.677389922011216,9182,Female
71,120004,25.0,7,9.83,41.28195636260804,9183,Female
58,120005,16.0,1,13.06,41.325116974386624,9184,Female
24,30002,53.0,1,0.07,11.735327188135201,9185,Male
66,120010,16.0,10,8.49,24.677407809974817,9186,Male
48,119993,29.0,1,17.58,58.68532745287793,9187,Male
46,69995,83.0,5,3.6,38.83281231410385,9188,Male
25,29992,58.0,6,2.82,9.662383399007958,9189,Male
30,30001,49.0,2,0.97,21.58629290639491,9190,Male
22,30009,50.0,1,3.64,16.594741712625595,9191,Male
21,29992,54.0,7,2.6,16.33304314542941,9192,Male
39,70012,58.0,1,9.66,44.990936285194934,9193,Female
65,120001,28.0,10,24.95,48.56975835677042,9194,Male
48,119993,34.0,1,20.61,50.85100782913658,9195,Male
23,29994,48.0,5,3.68,28.129889800031993,9196,Male
56,120004,12.0,1,17.56,21.66399138086717,9197,Male
44,70007,72.0,10,11.8,46.77510320478576,9198,Female
18,30002,50.0,10,8.86,22.84891675267201,9199,Male
27,29997,54.0,2,10.04,19.371268512521137,9200,Female
33,29998,58.0,9,2.23,10.933532639914208,9201,Female
46,69994,65.0,9,7.88,46.663822539373115,9202,Female
44,69989,69.0,1,19.98,51.28323989655159,9203,Male
43,70002,63.0,10,5.73,60.291443704491876,9204,Male
46,70002,62.0,6,18.54,40.44188710418908,9205,Male
40,70004,64.0,8,6.78,53.081452569854534,9206,Female
31,30003,48.0,10,6.24,17.391166713504642,9207,Male
29,29997,53.0,6,4.21,12.208850757160649,9208,Female
68,120010,35.0,7,3.06,50.39479085040552,9209,Female
62,119969,17.0,1,9.68,39.94987680946542,9210,Female
61,119985,36.0,1,13.53,33.40639288682549,9211,Female
50,120000,33.0,10,6.34,38.26893652704507,9212,Male
34,30003,47.0,8,10.0,24.623168414563843,9213,Female
41,69997,55.0,10,10.19,55.66455028249464,9214,Male
61,70003,72.0,1,7.6,49.41962707781192,9215,Male
55,119994,21.0,2,4.89,30.573635073363516,9216,Male
53,119997,48.0,1,6.13,36.41324056960547,9217,Male
56,120015,32.0,1,17.83,53.21549705156887,9218,Male
38,69986,68.0,10,12.19,43.98296091007438,9219,Male
32,29998,60.0,10,2.34,17.112328679903936,9220,Female
21,30008,52.0,4,0.21,12.526648899028853,9221,Female
49,70000,72.0,1,12.81,30.74377123374395,9222,Female
70,120004,35.0,1,12.2,51.15461600628224,9223,Female
41,69992,63.0,1,0.38,62.74852009086971,9224,Female
39,70003,74.0,10,2.93,41.08829948139855,9225,Male
33,30000,46.0,6,0.25,16.916349450217993,9226,Male
55,70002,64.0,6,0.57,45.99717685740232,9227,Male
51,69996,78.0,3,16.42,42.412883560097356,9228,Female
38,69999,66.0,10,14.48,45.274460620358695,9229,Female
47,69989,68.0,10,11.4,35.12147859090138,9230,Female
49,69996,60.0,6,9.59,45.97321104544764,9231,Female
78,119992,35.0,10,9.77,40.400126840137744,9232,Female
25,29999,56.0,1,0.81,25.1815144603624,9233,Male
61,119994,61.0,1,5.46,42.44740447893079,9234,Male
80,120006,34.0,10,24.13,30.77781872201342,9235,Female
29,29996,50.0,6,1.78,31.588183943369394,9236,Male
34,30001,47.0,3,1.4,22.120829732009582,9237,Female
26,29999,50.0,1,6.34,20.905561444447148,9238,Male
49,69992,81.0,1,6.48,32.2710348243849,9239,Male
78,120010,15.0,1,2.06,13.916770793986728,9240,Male
40,70017,67.0,3,1.5,46.23837912622295,9241,Female
31,69993,62.0,1,8.96,48.617866475115946,9242,Male
65,119981,15.0,10,20.58,18.81043847785989,9243,Female
20,30002,49.0,2,6.94,16.115043941532278,9244,Male
22,29996,53.0,1,8.42,26.614866541727714,9245,Male
26,30006,58.0,5,1.42,20.330894159325517,9246,Female
63,69991,67.0,10,4.99,28.217711635993833,9247,Male
56,70004,71.0,10,3.86,47.80185924499617,9248,Male
33,30002,48.0,1,0.66,17.233661706566195,9249,Female
18,30010,47.0,1,1.72,27.558367070927154,9250,Male
33,29997,43.0,8,11.72,23.317989342803813,9251,Male
39,69996,77.0,3,1.06,45.25989923175915,9252,Female
48,69986,75.0,7,2.66,48.06415981614358,9253,Male
58,69999,65.0,1,3.56,72.6686434356528,9254,Male
56,69997,70.0,1,4.12,41.93936272452194,9255,Male
44,120003,50.0,6,15.49,23.875793345562812,9256,Male
43,70016,73.0,4,10.05,57.77916721382289,9257,Male
52,69998,58.0,1,7.3,44.67600374457257,9258,Male
21,30005,48.0,7,12.88,19.625907898247075,9259,Male
18,30003,44.0,1,8.96,14.01830050394894,9260,Male
21,29997,51.0,1,2.81,18.94732529823504,9261,Female
25,29996,54.0,10,1.24,13.014724884265133,9262,Female
39,69994,71.0,10,13.6,58.651785364242116,9263,Female
72,120015,26.0,10,17.02,46.672370252575604,9264,Male
32,70006,79.0,10,3.98,39.09474721747699,9265,Female
34,29993,51.0,6,6.1,15.933200317755544,9266,Male
60,120009,6.0,1,20.68,37.98156649967138,9267,Female
47,70005,69.0,1,11.51,54.62037301130684,9268,Male
30,30002,47.0,10,3.79,19.539170945892618,9269,Female
45,69996,76.0,10,7.72,63.73695323195646,9270,Female
44,69998,83.0,3,1.39,43.142161986526744,9271,Male
51,69992,70.0,1,6.25,59.79829187232826,9272,Male
70,119996,15.0,1,20.66,39.68605465672057,9273,Male
35,70002,78.0,10,7.34,57.738396529451386,9274,Female
19,30001,47.0,10,11.02,23.39690686505953,9275,Female
23,30001,46.0,10,5.04,20.923702894478623,9276,Male
37,70009,75.0,7,0.1,45.34887982976008,9277,Female
24,30006,52.0,10,1.92,24.687387462534623,9278,Female
67,120002,30.0,1,9.77,39.515446920969055,9279,Male
48,69998,64.0,10,11.05,60.50260360415209,9280,Female
35,69992,63.0,7,7.53,48.81076297094926,9281,Male
51,70000,74.0,1,14.37,51.461724210118575,9282,Female
63,69995,61.0,10,1.56,46.86077131080127,9283,Female
73,120000,32.0,10,4.11,34.19689245002407,9284,Female
27,30001,56.0,7,0.18,8.372899229301598,9285,Female
80,120009,27.0,6,12.89,44.34185172373698,9286,Male
19,30000,53.0,1,9.61,20.655560980892172,9287,Male
58,70009,75.0,10,2.01,42.04069059230614,9288,Female
59,119989,24.0,1,3.59,50.780436212465396,9289,Female
41,70001,78.0,10,0.05,38.32808095758351,9290,Male
73,119974,25.0,6,22.03,26.21031400106925,9291,Male
79,119999,25.0,10,16.9,39.7589097700235,9292,Male
60,120009,26.0,1,1.88,47.686287772914206,9293,Female
25,30006,52.0,5,0.01,16.833843016425114,9294,Male
69,119998,40.0,1,5.28,41.58085693269571,9295,Male
41,69998,65.0,1,6.76,52.305323095569335,9296,Male
80,120005,28.0,3,4.99,44.61001922497898,9297,Male
53,70006,67.0,10,0.75,50.59476604519858,9298,Male
70,119991,20.0,10,7.52,20.56802432314144,9299,Male
46,69991,64.0,10,2.53,57.33799137642456,9300,Male
