education_level,experience_years,hours_per_week,age,gender,marital_status,location_index,income
20,27,24,42,0,0,0,85689.73334335763
15,14,53,25,1,1,1,59573.079143414114
14,18,57,35,0,1,1,62393.455374535326
12,21,30,35,0,1,0,64372.37498399258
17,5,21,24,1,0,0,38957.51202836935
18,6,44,34,1,1,0,50116.367219098065
19,8,44,20,1,1,4,60708.61751504976
12,19,20,39,1,1,4,58926.28204585282
15,36,50,32,1,0,3,100805.01973606521
16,10,24,48,0,0,4,58757.574960734535
13,1,59,53,0,1,0,32770.18937766216
12,21,23,43,0,1,0,60462.34223645031
19,35,24,31,1,1,0,100804.74677949992
17,4,24,34,0,0,1,47350.95684137209
16,6,35,26,1,1,1,48153.55839122963
20,5,37,24,0,1,4,55669.614355814694
13,21,36,63,0,0,2,73401.91414411872
19,9,54,44,1,0,2,56158.32646259779
20,39,37,45,0,1,0,115462.33315698279
12,19,23,29,0,1,1,59347.35000294586
18,27,50,34,1,0,3,95886.6570974978
19,22,50,26,0,1,4,81216.29954416143
14,34,28,61,0,0,1,99835.42031915761
15,0,50,61,0,1,0,37217.13821801405
14,28,24,25,1,1,0,76285.89286955309
18,8,55,44,1,1,2,63996.759110032144
20,8,35,59,0,0,0,64142.32491370965
14,21,35,29,0,1,0,61490.392533394916
17,1,39,54,1,0,3,39583.5668424363
19,15,49,37,1,1,4,68464.97462367381
17,39,45,18,1,0,3,100328.68753826726
13,5,50,26,0,1,2,41755.47963618789
18,12,34,64,0,0,1,63749.08101435331
13,32,57,41,1,0,2,88995.08667097353
13,18,57,51,1,1,0,63731.05016357945
13,14,39,53,0,0,4,47981.70556734112
12,32,54,21,1,1,0,85438.80322721493
12,9,42,46,0,1,4,54489.23561061859
18,0,58,40,1,1,4,50920.249932698884
16,11,44,52,1,0,4,59447.461087643285
14,28,41,33,0,1,1,79207.60614345463
12,16,27,25,1,1,2,61411.71351008714
17,3,28,44,1,1,1,41453.63744619068
12,28,34,56,0,0,1,71487.58278929914
20,6,39,29,0,1,1,53254.778878719146
13,12,54,61,0,1,3,51267.89806652272
12,4,56,21,0,1,3,53224.92786476022
18,5,22,64,0,1,3,54048.314239591506
17,33,53,42,1,0,1,88214.39422589252
17,6,53,23,1,1,0,44752.89372645295
16,27,55,20,0,1,3,86404.38824498198
15,9,54,56,0,1,3,61699.535893888155
15,3,28,41,1,0,1,47056.17815200209
14,2,49,38,0,1,2,50218.44253061318
19,24,45,23,0,1,0,78641.59557872568
18,22,31,50,0,1,4,72974.89686791119
20,26,43,25,1,1,4,102452.4310741694
12,13,38,50,0,1,0,48385.90077669499
18,37,35,20,1,1,1,101988.39770331579
15,31,45,19,1,0,2,80721.80800913963
18,22,42,55,0,0,2,84359.02038119364
12,39,52,57,0,1,4,89168.75985115959
16,36,49,56,0,0,2,109591.64533035365
14,2,42,56,1,0,4,45422.72514350337
16,34,29,41,0,0,3,84556.45213393703
15,12,55,38,1,1,1,48109.36470097932
13,33,50,35,1,1,2,85839.58070157589
15,23,41,52,1,0,1,79960.67540924293
14,0,57,28,0,1,3,36230.54988096795
12,11,21,28,1,0,0,52305.528872974886
19,7,42,20,1,1,0,50720.39343629215
16,18,54,40,0,0,0,71413.57571492853
15,8,56,18,0,1,4,50948.835202401286
16,27,51,40,0,1,4,87735.23084581828
15,13,31,39,1,0,0,52608.8009928797
14,26,54,59,1,1,3,77826.39653841581
16,17,22,47,0,1,4,59848.90461453593
15,5,53,19,1,0,0,51156.486604209305
12,32,57,34,1,1,1,80164.66273092561
14,36,43,58,0,0,0,88511.37599849571
19,24,57,37,1,0,0,81105.10360836422
18,12,36,26,1,0,1,64104.15170078833
13,22,59,28,0,0,4,58712.98012499896
12,35,20,34,0,1,1,76019.98483568146
14,32,27,31,1,1,4,92254.79288686687
16,20,34,35,1,0,3,72455.27696852533
12,33,44,35,0,1,4,80975.02716143342
14,35,27,61,0,1,2,94395.90073809032
14,16,51,25,0,1,4,63423.1223901052
16,9,32,46,0,1,2,61041.387008829064
14,22,34,25,0,0,4,66155.78178723936
20,1,25,43,0,1,1,44645.99874979497
12,34,52,45,0,0,4,79673.69898761644
15,13,26,25,0,0,0,59529.0404899303
15,1,52,37,1,1,4,49303.24289813401
12,18,48,64,0,1,1,65617.76931211293
13,15,57,25,0,1,1,52463.368490681416
12,24,56,31,0,0,4,63728.57920566609
17,0,51,30,1,0,4,49792.850084689046
14,1,22,57,1,1,4,41787.39349115234
18,26,39,34,0,1,3,79627.1502382961
16,1,33,43,0,0,2,44769.658031805804
20,29,47,23,1,0,4,103190.07971378008
18,9,57,34,0,1,4,59479.78963442569
15,18,23,21,1,1,2,63459.08699064631
16,15,34,42,0,1,0,66472.92076754574
16,12,36,24,0,0,3,63812.63699826419
16,7,56,34,1,0,3,54204.01916164059
20,30,43,39,1,1,0,85112.30430820912
14,24,57,45,1,0,2,81015.06234004768
17,38,55,23,1,0,2,97473.73568229686
19,20,27,47,1,0,1,78260.52825393385
20,37,22,27,1,1,2,108453.85338652435
18,28,49,56,1,1,3,94427.43015831868
14,5,41,31,1,1,1,44811.21909537704
12,17,52,63,1,0,4,63353.340295601294
15,34,44,59,0,0,4,89197.59126744131
17,26,49,39,0,1,4,85614.45965310672
14,4,56,58,0,1,1,40111.93817553646
12,6,22,43,0,0,3,44964.54448621562
17,9,23,27,0,1,2,58521.640156749636
12,9,48,19,1,0,1,45207.87117348036
20,27,51,20,0,1,3,86311.21693280667
12,35,42,59,0,1,2,78590.06894059124
17,9,38,28,0,1,0,49947.04810074422
12,34,34,27,1,0,3,80155.57101770783
18,34,35,29,1,1,0,94659.06927562304
14,36,42,31,1,1,4,88550.17072001063
17,19,59,47,0,1,4,79901.72831068283
18,12,56,58,0,0,3,73475.05262971604
12,10,20,30,0,0,0,44005.937662148965
12,18,38,47,0,1,1,52986.43414071933
16,27,56,55,0,1,2,73165.04022883039
17,37,54,28,0,1,4,100722.80514518045
20,3,49,18,1,1,4,53150.494212304
12,36,36,44,1,1,4,84270.81591656948
15,18,58,64,1,0,4,70302.13918964934
19,36,45,56,1,0,3,116309.17100723402
20,13,32,60,0,0,3,78681.3080323844
14,30,41,54,0,1,0,90752.43522201802
13,27,42,26,0,0,1,71238.85657470241
15,35,52,60,0,1,0,91529.09012137089
13,37,46,43,0,0,1,95140.25688778194
12,18,54,42,0,1,3,62631.64891360119
14,0,31,34,0,0,4,39568.53269802156
18,22,28,23,0,1,0,67830.33896630116
12,27,53,32,1,0,1,76251.71874103982
13,3,33,20,0,0,2,29313.876797805522
12,17,56,48,1,1,1,49349.78288772079
19,38,22,45,0,1,0,99377.6436200484
16,24,40,26,0,1,3,81439.62741046333
19,17,26,61,1,1,4,77164.61721958274
14,5,52,35,0,1,2,44508.03014560044
18,18,54,57,0,0,0,62413.599582464085
19,11,30,49,1,0,3,56430.125598734056
17,24,51,36,0,0,1,77254.93869646305
18,34,41,22,1,1,3,94730.78627455657
13,0,38,61,0,0,3,36494.86087313845
19,4,55,23,0,0,4,63135.7340656628
16,0,56,29,1,0,0,41630.23088576351
18,7,30,64,0,0,3,63431.50120174435
12,38,32,59,1,1,1,87516.51601415103
16,17,47,34,0,1,1,54899.72207899812
12,8,34,56,0,0,4,52053.44284597993
19,4,32,24,1,0,3,58858.35729690066
15,3,52,28,0,0,1,49957.423939703
15,28,27,51,1,0,1,75762.06261197326
13,0,51,19,0,0,4,32499.77581587035
16,29,56,31,1,0,3,83899.93700727308
12,0,23,35,1,1,4,35941.20714160995
20,2,37,60,1,0,3,49869.512730035975
16,21,42,26,1,0,1,73119.63041960444
17,7,48,56,0,0,0,58360.82439389115
13,17,21,21,1,0,1,60521.426510714904
12,24,32,31,0,0,0,60670.66115538674
15,19,35,28,0,0,3,71154.27512721819
18,30,27,47,0,0,3,89908.80650079883
17,29,38,57,1,0,2,85378.94055718384
12,15,51,60,1,0,3,64634.84276082819
12,1,22,44,0,0,3,33652.60557189079
19,16,51,46,0,1,2,79753.78460355265
15,9,40,49,0,0,0,56701.55445105182
16,6,44,47,1,0,3,55704.229348645305
18,8,36,43,1,1,4,59140.50580964301
19,16,44,47,1,0,3,66130.67210779322
18,8,52,27,0,0,3,50068.286054291566
13,8,50,29,1,0,1,59939.25920740403
15,36,55,50,1,0,3,99266.73428738203
12,23,42,51,1,1,3,76995.76627246464
20,38,44,35,1,0,4,108777.05987409834
14,10,49,56,0,0,2,53262.59908135901
14,7,32,33,0,0,2,46209.89146195005
20,24,48,62,0,0,2,88293.9052377586
14,1,35,21,0,0,1,35605.337598667764
19,9,57,27,1,1,3,71124.90761880355
13,23,46,45,0,1,0,73524.41969481554
14,15,45,58,0,0,0,61621.31834244236
13,18,30,35,0,1,4,66402.6593049973
12,30,56,26,0,1,1,82721.94387567052
13,10,22,39,0,1,1,49291.69722446088
19,5,45,27,1,0,3,58314.83717979425
20,5,53,57,0,0,0,61085.71466054081
13,31,52,40,1,1,1,86596.7792453105
18,38,34,60,1,1,4,105435.89084593412
16,12,21,30,1,0,0,59578.08737805117
14,2,47,41,0,1,1,34889.81769021262
20,34,39,30,0,0,3,100193.47383527031
17,37,57,62,1,0,3,103297.99465230064
12,16,35,42,0,1,3,61224.89604287497
16,2,23,61,1,0,3,41841.04022315328
18,33,27,64,1,1,0,92139.12642459896
15,11,39,46,0,1,0,50435.019330566545
19,23,45,33,0,1,1,84076.15149276747
16,5,51,57,1,0,4,44463.604818825006
20,10,32,23,0,1,2,57378.080596927015
20,26,24,25,1,0,2,75759.04948702478
20,23,32,51,1,1,3,81947.95742306266
12,17,30,35,0,0,1,56168.64009587099
13,26,56,60,1,1,2,84324.85447615734
14,20,51,49,0,1,2,75594.51316207187
15,33,37,27,0,0,2,79780.37259116583
20,32,48,51,1,0,2,97388.24968720568
17,17,34,40,0,1,2,70112.45117400917
12,2,39,36,1,0,1,33857.72680717277
20,23,55,37,0,1,2,80714.06399924062
17,0,24,51,1,1,2,34601.61866371132
15,5,59,55,1,0,1,43943.301353531235
15,18,56,34,1,0,0,72713.12594945867
14,21,52,61,0,1,0,75751.32013984767
18,7,37,22,1,1,0,66935.41675964094
14,4,38,19,1,1,2,46677.786703827194
13,8,51,58,1,1,1,45043.053389853456
19,20,41,51,0,0,0,78530.75310146093
15,27,20,37,1,1,3,81830.87036995805
19,3,44,63,1,0,3,58343.92813590869
12,23,39,64,1,1,1,68920.95028385738
16,7,54,19,0,0,2,49403.39389662381
20,16,25,45,1,1,0,74023.9368380555
12,33,25,35,0,0,2,75965.53368302289
15,19,56,61,0,1,0,74965.6366404
17,15,22,56,0,0,4,60596.890644896775
19,9,56,52,0,0,4,58153.46548980327
14,33,50,32,0,0,2,84467.7029778404
16,9,54,64,1,1,3,62391.25187129965
18,29,34,56,1,0,2,94848.13159881506
12,29,36,57,0,0,0,77949.55458917853
18,24,34,56,0,1,2,78728.35217398578
19,6,24,20,1,1,2,53116.0198263628
19,19,41,36,1,1,0,72748.33399960565
20,16,30,40,1,0,3,78606.98131717053
17,2,47,36,0,0,4,48427.589343468804
17,39,33,35,1,0,0,106558.8280480131
13,35,58,47,1,0,2,94305.35981532611
14,25,22,56,0,1,1,72024.31346313514
15,9,30,36,0,0,2,50137.89374009675
15,33,49,22,1,1,2,89468.9529738939
19,13,57,30,1,0,1,67007.56626061206
12,7,24,51,0,1,2,46696.62734520999
15,26,41,41,1,1,1,80695.08369090264
15,9,32,35,1,0,2,49162.3888837618
12,14,40,21,1,0,3,64011.32810265036
14,36,56,53,1,0,4,96683.25761933858
16,21,44,25,1,1,3,68666.97469211624
17,30,40,60,0,1,0,91396.96954423831
20,1,47,18,1,0,0,43362.91959236459
20,30,23,58,1,1,2,96418.55252043858
20,13,48,55,0,0,0,68425.5390012355
12,9,54,53,1,0,0,48456.91723407108
20,29,42,55,1,0,2,90290.97137425879
19,35,26,30,0,0,2,96299.27438800142
13,39,28,39,0,1,4,93203.42863886397
12,14,42,46,1,0,1,54525.87123865792
12,13,22,26,0,1,2,58941.57985327899
17,30,28,44,1,1,4,86833.53423572348
20,28,23,63,1,1,3,94034.73624197261
18,26,44,61,0,1,0,78226.96413940331
16,20,25,21,0,1,1,57031.87530379429
13,8,37,57,1,0,3,47753.63201567848
12,19,26,34,1,1,2,67807.26531739456
13,34,54,54,1,0,3,83524.856633767
12,14,50,20,0,0,4,57999.270277257245
14,23,57,21,0,0,2,77209.25482078329
17,15,51,57,1,0,2,75712.25917194385
19,35,54,33,1,1,1,104080.62985400602
14,10,47,28,1,1,4,50247.83487786609
20,7,24,44,1,0,0,51330.25893637719
16,2,49,43,1,0,3,37012.67085299171
18,18,41,48,1,0,1,81981.59127493338
19,2,36,51,1,0,1,54720.52798796887
14,35,29,25,1,0,2,91005.16818506562
13,24,26,56,1,0,3,60271.6067767258
13,35,23,18,0,1,1,86585.44128331718
16,10,46,19,0,1,2,56021.35107636381
12,15,26,44,1,1,2,57170.606739395924
13,16,42,62,1,1,4,61367.93911518361
20,23,30,60,0,0,2,84518.68965661566
18,16,27,20,0,1,0,59563.448070926956
17,19,27,51,0,1,4,72965.22620238939
20,21,56,33,0,0,4,76167.91611302864
18,5,24,18,1,1,0,53944.287188763774
16,6,26,24,1,0,0,50752.607669212266
20,13,41,52,0,0,1,72089.29466654854
17,10,55,39,1,0,1,51780.08751134889
17,11,21,49,1,0,0,57966.16675551125
15,4,43,43,1,0,1,49058.542705258056
12,4,21,23,0,1,0,38259.12577004783
16,19,31,63,0,0,0,77511.59457401995
20,14,45,28,1,1,2,65823.87239532883
19,25,57,48,0,0,1,84218.15591906775
19,32,25,38,0,0,4,96507.1107707737
16,29,42,39,0,0,4,86462.8164049758
20,23,21,18,1,1,1,84519.54706902598
14,22,45,38,1,0,1,60985.900841671275
14,8,33,62,1,1,1,48820.00249213649
12,2,37,37,0,1,1,33257.28533056213
20,35,57,26,0,1,2,106093.92240122489
17,6,51,44,1,0,0,58629.77517778831
13,21,33,46,0,1,1,67302.62996562189
19,13,49,60,0,0,1,77899.83219386279
20,28,32,50,0,0,0,88880.93166070474
20,15,59,62,0,0,0,70284.76120857513
13,33,50,18,1,0,0,91083.14680614018
13,9,56,20,1,0,3,48946.04349649738
18,6,57,49,0,0,4,53704.63934200086
15,24,41,37,1,1,1,80329.08832251836
12,26,47,34,1,0,2,69225.72674031262
19,14,38,54,1,0,2,72282.75620370297
13,31,35,55,0,1,0,87762.19864478374
14,27,24,27,1,1,2,75976.49060231287
16,8,21,60,0,0,4,60234.29383152111
14,6,29,62,1,0,1,48650.771274304585
18,15,38,46,1,1,2,61213.99431592371
18,25,39,59,1,1,4,91167.93705932205
13,34,48,63,1,0,4,98408.0206078516
18,16,44,49,0,1,3,73505.15307544438
17,22,36,30,1,1,3,74976.4152336918
20,7,32,48,1,0,2,61489.11731644034
20,1,35,21,1,1,4,48417.791010537345
13,30,54,35,1,1,0,87853.86951143123
18,31,55,28,1,1,3,95245.66590607438
16,28,58,59,0,1,4,89730.23242288776
17,2,22,35,0,1,3,43982.52336342394
12,7,28,58,0,1,1,48702.13449447261
18,1,59,54,0,0,4,46140.20264891975
17,30,48,50,1,0,4,103647.16219018464
15,36,24,54,0,0,1,91812.71714294984
12,19,22,20,0,1,3,60208.98404039005
20,28,29,18,1,1,1,84001.058156891
15,16,50,36,0,0,2,71791.32780010563
13,9,30,23,0,1,0,47310.08552360318
19,21,36,27,1,0,3,82466.46032888319
13,5,59,54,0,1,4,44396.38351316948
16,33,27,29,0,1,2,95371.81913364494
17,30,21,61,0,1,3,85699.43749045988
19,11,23,34,0,0,0,64255.05133693202
12,11,35,44,1,0,4,49559.961247060164
12,15,40,19,0,0,1,46899.11542175985
15,24,24,42,1,0,0,70449.67769695036
16,21,54,63,1,0,3,71434.47460846565
20,26,33,61,1,1,4,91311.97764902827
18,23,34,45,1,1,3,89093.32024558197
18,11,25,62,0,1,0,69534.69779957281
19,17,35,54,0,1,4,87096.75055214913
16,15,42,54,0,0,0,61914.80543469507
16,3,50,34,1,0,3,46971.5218721624
12,11,31,22,1,0,4,50579.06397921609
20,32,38,36,1,1,4,90845.58128420619
17,21,31,21,0,0,4,70300.08409447697
20,17,32,56,0,0,3,72362.66995669302
14,32,21,60,0,1,2,80433.33110718755
16,26,39,55,0,1,3,80239.26340595652
13,18,50,62,0,0,1,56593.12287859256
16,13,28,61,0,0,2,61093.78133832601
19,24,40,47,1,0,3,76962.00470728672
13,33,27,49,1,1,1,81362.39971960316
19,23,58,54,0,1,0,74729.212055724
15,37,56,44,1,1,1,102561.65500358291
12,22,48,49,0,1,4,79049.95161941087
16,4,38,59,1,1,2,46747.783120250824
12,35,54,28,0,1,3,82458.23148842574
18,23,57,58,0,0,3,86241.59513153594
19,35,45,30,0,0,4,97108.59008944163
14,4,30,52,1,0,2,37542.12551451454
14,38,55,34,0,1,2,86468.60193526917
18,5,54,47,1,1,4,50734.846153301776
15,35,23,35,0,0,2,94884.14002637102
14,3,22,54,1,0,4,48957.68199904794
19,9,31,47,1,1,1,58042.436261684365
14,0,51,43,0,1,4,42133.42075577921
18,20,45,33,0,1,3,82199.61374201774
13,39,32,28,0,0,0,83472.0772244328
12,38,57,21,1,1,1,91775.8420038908
17,36,48,58,0,1,3,91221.49338732936
19,2,38,32,0,1,1,47511.94596793779
12,30,54,29,1,1,3,84219.89906488401
20,26,46,44,1,0,2,96523.34625086968
14,16,50,21,1,0,4,65705.68724150749
14,22,22,52,0,1,3,58715.986603026715
15,12,54,38,0,1,3,53499.82104112218
12,26,43,53,0,1,2,72203.2856609832
20,19,26,19,0,1,0,74432.30828229702
14,12,54,56,1,1,0,58305.190392159464
15,23,40,45,1,1,4,72897.43693175743
12,2,20,51,1,1,2,41002.426663883634
15,9,25,50,0,1,1,51541.72740693045
12,0,58,25,1,0,3,29247.765682430934
16,12,53,25,0,0,4,57163.41380892989
16,13,37,59,1,1,0,75027.35206552042
18,32,44,39,1,0,1,99743.2959370494
19,1,34,44,0,0,2,52472.51192460371
15,1,51,45,1,0,3,44896.8837949441
18,38,37,28,1,0,3,97083.89284927411
15,30,50,44,0,1,0,83643.29150184827
14,3,48,18,1,1,0,36964.09680993325
17,33,34,56,0,1,4,94099.91938063306
15,18,42,45,1,1,3,63795.33030357098
14,36,57,44,1,0,3,97080.25495878262
20,8,30,25,0,0,3,55278.56730882157
16,23,34,63,0,0,3,73705.80482845979
18,12,42,41,0,0,1,64409.95504261431
17,29,22,57,1,1,2,97082.6755266977
16,18,38,53,1,1,1,64000.914598525924
18,9,20,41,0,1,2,53260.686465430605
17,13,43,59,0,0,1,63511.29102566183
13,39,30,39,0,1,4,91528.58909164685
14,19,49,27,0,1,2,54451.818351877446
13,3,30,21,1,1,3,46827.917560665024
14,37,58,25,1,0,2,88418.86288313716
12,38,20,56,0,1,3,91703.44115630364
19,4,31,32,0,1,4,56718.62059799131
17,31,23,25,1,1,2,82201.6525406575
13,5,44,46,1,1,0,44489.507771994744
19,13,27,59,1,0,3,71280.14385617923
17,5,34,56,1,1,2,42074.8688700288
18,13,49,52,1,0,1,65348.830232658365
12,11,59,58,1,1,2,55965.88692193759
18,26,51,31,0,1,3,90001.44942183679
14,25,54,49,0,1,0,66596.4308264666
19,11,40,24,1,1,0,62421.81121462502
17,7,50,61,0,1,1,60222.9367480374
15,9,55,50,0,0,4,57419.812725278854
19,15,46,52,1,1,0,74467.69360532299
20,25,27,44,1,1,4,91632.47096073914
13,7,42,18,0,1,3,40242.91443586306
17,28,42,23,1,0,2,89094.08239495594
16,19,52,19,1,0,4,74775.3667069519
16,16,32,24,0,1,3,61267.519823122
14,18,58,25,0,0,3,64552.08964789444
19,16,54,62,0,1,3,79083.73647845014
19,38,35,46,1,0,1,110306.42011173285
16,0,31,33,0,1,1,38038.316898972174
19,28,50,46,1,0,4,94432.55056051524
19,13,24,48,1,0,3,73646.41382957311
14,16,59,39,0,0,4,61266.41016561492
13,12,44,27,0,0,0,58282.396798024616
20,28,40,21,1,0,4,87131.62396470869
13,33,22,42,1,0,2,82602.01634820076
20,26,29,30,1,0,3,91216.00542563417
15,32,42,34,1,0,4,94676.22506934825
13,28,36,57,0,1,1,78415.65483429353
12,36,54,25,0,1,2,78089.75890051978
15,38,44,40,0,1,4,96924.67425320108
20,18,21,24,0,1,4,73193.27165436036
20,23,46,49,1,1,4,86683.54237134143
15,13,28,41,1,1,1,63900.28608827888
20,36,23,18,0,0,4,94953.88815602558
17,4,45,64,0,0,0,49189.12094376687
12,23,51,64,1,0,0,68877.82671579337
17,33,48,53,1,1,0,92911.67733313484
20,30,41,44,1,0,4,91832.16836248589
13,29,32,23,0,0,2,77106.24240597701
17,8,42,59,0,0,1,53692.73324413035
13,26,50,48,1,0,0,71509.56099364503
15,27,55,29,0,1,0,76375.69189611204
19,25,59,43,1,0,2,84343.34154578455
18,17,50,42,0,0,0,65055.08099265845
20,35,34,21,1,1,1,95879.3580432392
18,7,33,23,0,1,2,46106.607150269294
12,17,54,63,1,1,3,72326.6779102703
13,19,43,30,0,0,1,62863.2155791686
17,31,49,42,1,0,1,89927.22910641879
18,28,49,48,1,0,4,95582.87006918377
14,17,46,39,1,1,3,66170.48167601961
20,6,59,52,1,0,3,65232.559806611884
18,0,33,38,0,1,2,45092.30601181186
17,27,30,32,1,1,0,90331.09550268258
17,32,45,20,1,1,3,104590.22114110865
12,3,40,54,1,0,2,48581.33787468792
16,19,28,62,0,1,3,55405.23155138472
14,35,20,43,1,1,1,85124.9950903365
18,30,25,64,0,0,3,87984.24659398284
14,37,20,34,1,1,0,96407.5062430763
16,27,41,55,1,1,2,81889.16151753857
18,2,32,52,1,0,0,45741.836617258065
14,5,57,58,1,0,4,47238.8402449272
13,22,59,25,0,1,0,65787.73525689643
17,6,50,28,0,1,0,50628.507017091935
19,35,34,41,1,0,2,102434.78715028948
15,0,21,60,1,1,1,38611.00317313535
20,5,50,25,1,1,3,57401.570575176775
19,23,45,47,0,1,3,80960.51933460087
18,36,21,18,1,1,2,97607.7434968227
18,35,30,51,0,0,2,87623.43261391496
14,23,52,37,0,1,1,63211.61357274522
17,37,37,53,1,1,1,94626.64173624835
16,28,40,51,0,0,4,87976.74921641778
12,36,50,51,1,1,3,82327.56052499537
14,31,45,30,0,1,3,88779.57952481274
12,24,49,23,1,1,4,71620.09827835388
15,9,58,53,1,1,2,50962.98785785507
14,34,40,42,1,0,3,92008.87725818003
15,24,35,44,1,0,0,69336.23327063641
20,26,26,64,1,1,2,89677.44967565344
14,31,41,48,1,0,2,82255.80099987194
17,11,26,20,0,0,1,60356.771179906325
17,3,21,45,0,0,4,51087.86687814374
18,25,56,21,0,1,2,87702.25227060785
20,2,33,34,1,1,1,57436.68735365623
18,16,27,55,1,0,0,71782.41750628226
12,8,48,51,1,0,0,47338.36228497962
19,28,26,37,1,0,3,79450.92418645736
16,0,57,30,1,0,4,44063.762181028294
20,17,41,64,1,0,4,68341.93915965693
16,19,36,22,0,0,1,60224.42015294431
16,33,35,41,1,0,3,95230.20296020964
13,27,52,55,1,1,4,74451.37704811947
14,34,58,34,1,1,3,93460.9666113631
20,15,54,48,1,1,1,72978.9800573067
18,20,57,45,1,1,3,77945.76996007764
12,12,51,18,0,0,2,48167.48456464811
14,34,22,19,1,1,2,88090.79104274377
13,31,22,50,1,0,2,79505.27776000365
12,37,27,57,0,1,2,86487.29543593455
20,5,50,46,0,1,0,58636.59040644216
19,37,28,21,1,0,0,98566.56803926983
16,37,24,35,0,0,4,89770.14514046257
13,12,47,41,0,1,0,52001.49214876834
12,38,34,49,1,1,3,85433.99341112514
18,12,46,26,0,1,3,63278.48287285329
13,11,50,64,1,1,0,60218.76370237705
12,32,59,33,0,1,3,78447.68442376141
13,27,37,38,1,0,4,81253.88056209475
18,2,57,47,1,0,1,53234.39248131605
18,17,23,20,0,0,0,57722.06851168498
17,25,40,50,0,0,2,81417.13476192801
16,39,42,48,1,0,3,107498.33902500909
14,1,41,62,1,0,3,38675.51161713664
14,3,20,31,0,1,1,34988.727024379354
20,27,44,23,1,0,4,86360.04223869517
15,27,47,22,0,1,3,80793.25476027418
20,24,56,46,0,1,2,79076.3807528714
15,25,30,54,0,1,1,70029.47233398388
13,1,41,53,1,1,3,35078.70903263019
15,33,44,38,1,1,2,80344.71289223742
17,29,40,29,0,1,3,78120.49026982719
17,20,55,63,0,1,2,71944.62291235809
16,36,39,40,1,1,1,93581.6653090737
12,22,35,31,1,0,4,73162.3210917661
14,32,47,60,1,0,0,91700.50209734408
16,1,48,59,0,1,0,45779.6896157247
17,26,45,27,0,1,4,93587.40287022424
12,21,59,44,1,0,3,67667.37614211718
20,33,21,58,0,1,1,101488.65756659258
14,15,29,19,0,0,2,54246.362724559855
14,19,32,31,1,1,1,67609.52728037498
13,25,34,24,0,1,4,68901.86050771095
19,15,28,34,1,1,3,60243.045319326986
14,5,46,37,1,1,3,45252.02474273113
17,22,27,25,1,1,4,82503.29355282839
13,36,25,37,1,0,1,78293.77027106722
18,7,55,53,0,1,0,51637.368179884535
15,5,43,22,1,1,1,46965.40793040177
20,36,22,30,1,0,3,104608.8420628302
20,21,45,56,1,1,3,88847.73898357594
18,5,55,55,0,0,4,61289.97070085411
19,31,40,34,0,0,1,91884.63078923241
14,16,32,23,0,0,0,50803.76150599198
16,37,30,36,0,1,1,99432.11529970204
13,16,27,42,1,0,3,54832.06414182922
18,36,33,20,0,1,1,91278.09542738169
19,22,52,58,0,1,3,91485.16326659874
20,12,21,45,0,1,3,64681.54692630421
18,31,20,43,1,0,2,91612.58975500784
19,21,30,64,1,0,0,83277.8348349971
20,6,25,25,1,1,4,58277.16756887793
17,21,51,32,1,1,0,75147.26882189044
13,20,34,18,0,0,1,69553.37690122394
13,5,31,57,0,1,2,38218.88473377914
15,13,56,40,0,0,3,61150.953787125516
20,15,48,53,0,1,0,73985.53869925742
18,2,41,59,0,0,3,39034.21241756856
13,8,33,33,1,0,3,43482.72424721627
19,20,38,21,0,0,2,68536.73518124415
18,29,24,25,1,0,0,89380.26735427855
20,29,54,53,1,1,2,96524.51917963108
19,31,44,27,1,0,3,93347.98008770104
14,22,57,47,0,1,0,69829.18690924317
12,2,28,53,0,0,3,41700.95305777012
13,0,26,33,1,0,3,33774.64567225935
13,2,37,47,0,1,0,38463.3101990319
15,36,21,61,0,0,4,89705.57139495079
17,6,29,27,0,1,2,54361.79506219653
15,2,21,28,0,1,1,43784.60212889599
20,35,27,51,1,0,3,94215.64600382799
15,2,26,33,0,1,2,37524.728678447544
17,3,54,36,0,1,2,43759.16653234464
17,30,42,61,0,0,0,89056.04256414893
12,1,27,21,1,1,0,32044.417173512487
19,13,40,61,1,1,0,70947.76552857351
14,36,52,48,0,0,2,89025.80536561244
17,30,20,52,0,1,0,85204.83052062347
14,1,31,51,0,0,1,35289.52624188539
13,30,30,43,0,1,2,72393.48991244799
16,21,49,56,1,0,0,68125.69427721188
12,9,23,23,1,1,3,35472.04549489551
20,29,53,50,1,1,2,102006.70184260217
18,32,42,64,1,0,4,90864.81514379289
14,18,51,44,1,1,4,65972.38927514234
15,24,22,29,1,0,2,80635.84547906843
17,0,47,62,0,1,2,42823.851427744936
14,31,23,25,1,0,4,86868.11578848066
18,24,31,26,1,0,3,78165.42068231336
17,16,43,18,1,1,3,68747.24809156496
20,13,52,22,0,0,3,67204.57332500778
16,12,22,24,1,0,1,49591.16190086981
15,37,23,35,1,1,1,102260.34934046095
14,38,49,57,1,1,3,102982.7600528241
12,1,25,41,1,0,4,33963.159527090225
14,31,49,43,0,0,1,78851.66938835073
14,31,27,27,0,0,0,75009.56636433143
18,39,37,57,0,1,1,102353.454401914
18,5,35,61,1,0,4,50868.16727170493
12,24,25,29,0,0,4,67470.13935947655
14,2,43,39,0,0,2,46111.24039095852
19,17,47,44,0,1,4,72358.79309747636
